read_core_id	read_align_strand	rna_strand	read_length	primer_type	genome_align_start	genome_align_end	primer_score	polyA_type	f_primer_type	f_primer_start	f_align_end	r_primer_type	r_primer_start	r_align_start
d415d694-ab8c-4a66-9fb5-d7797e3c615a,chr3,6556179,6557938	-	-	1397	UF-R	64	1311	2	A	UF	15	45	R	1	1360
59bdfe9f-38cc-4b2c-ade1-a96060439d8f,chr3,6556180,6557938	-	-	1496	F-R	61	1410	1	A	F	1	59	R	1	1460
0b784f78-3b66-4643-add4-c609ead83791,chr3,6556183,6556289	-	-	304	N-R	112	217	2	A	N	-1	133	R	1	271
ac474cd4-19ed-47be-834b-10cb0d9d570a,chr3,6556183,6557121	-	-	994	UF-R	63	870	2	A	UF	11	50	R	3	959
45975731-42d8-424c-8b19-4ab940e32e7c,chr3,6556184,6557910	+	-	1759	N-F	117	1713	5	T	N	-1	138	F	1	1715
616cd522-964b-44d0-b183-35030740c07d,chr3,6556184,6556502	+	-	906	R-F	548	859	1	T	R	6	475	F	1	860
64bdf83d-e5f0-4b7b-9a8d-f0619493f5a1,chr3,6556184,6556784	+	-	617	N-F	80	576	5	T	N	0	100	F	1	578
8f5eece2-e3f2-4d4a-8a87-acdd734b06cc,chr3,6556184,6556497	+	-	444	R-F	99	401	1	T	R	1	47	F	1	402
939825b4-25ce-4917-bac0-4de52725795d,chr3,6556184,6556502	+	-	454	R-UF	118	437	2	T	R	2	49	UF	2	437
daa9bacb-b051-49e2-9620-f7805ecc8d89,chr3,6556184,6556289	+	-	1119	R-R	159	264	5	T	R	2	47	R	1	299
50586a9f-4415-4106-8673-4db7d5756f85,chr3,6556184,6557937	-	-	1366	F-R	60	1283	1	A	F	1	58	R	1	1330
5c20a4ef-bc05-4a68-966f-41c32163bdfc,chr3,6556184,6557938	-	-	1367	F-R	60	1297	1	A	F	1	59	R	1	1332
63272295-e739-48ee-b016-0f5d0e7e83be,chr3,6556184,6557935	-	-	1375	F-R	61	1293	1	A	F	1	57	R	1	1342
d62ed0e5-3cf5-4482-9b45-bf443c0d4cf7,chr3,6556184,6556497	-	-	437	F-R	58	361	1	A	F	1	57	R	1	401
4478b278-53bd-4ac9-a0d4-690ba1d700ee,chr3,6556185,6557910	-	-	1756	UF-R	53	1666	2	A	UF	6	49	R	1	1721
6bbce77b-ad28-49d3-aaf1-64950c10fec8,chr3,6556185,6557938	-	-	1887	F-R	60	1803	1	A	F	1	59	R	1	1852
ef037bf9-dd6b-46da-8065-a57ee5d16a8c,chr3,6556185,6557938	-	-	1870	F-R	59	1788	1	A	F	1	58	R	1	1837
9a90f33a-db2d-44cb-a7dd-bde00e65157e,chr3,6556188,6556802	-	-	653	UF-N	61	566	5	A	UF	2	57	N	-1	545
163e1c51-e452-45bc-888a-e0d9f25248ee,chr3,6556189,6557938	+	-	1490	R-F	111	1446	1	T	R	1	53	F	1	1447
5bf8e517-4ad9-44cc-9e35-393eaeb8de8d,chr3,6556189,6556784	+	-	648	R-F	116	606	1	T	R	1	50	F	1	607
cd89d53a-3dab-41aa-8584-4ae499106f13,chr3,6556189,6556784	-	-	612	F-N	56	547	5	A	F	1	55	N	-1	526
35bfbf79-274a-4e92-b13e-c276f0378b79,chr3,6556192,6556784	-	-	624	F-R	58	541	1	A	F	1	57	R	1	591
5657559d-455e-40d5-9f8f-3f1ca57a5205,chr3,6556193,6557938	+	-	1394	R-F	111	1358	1	T	R	2	52	F	1	1360
5183fe20-8e12-42c3-b01d-32b5b82d4197,chr3,6556193,6556784	-	-	616	F-R	59	528	1	A	F	1	58	R	1	578
9aedd78e-fd18-457b-b921-a865f6ca4788,chr3,6556193,6557938	-	-	1462	F-R	54	1382	1	A	F	1	53	R	1	1429
0011c0a0-0db1-4da2-8e06-00e92111005f,chr3,6556194,6557938	+	-	1402	R-F	84	1383	1	T	R	1	46	F	1	1384
cc2568bf-4023-42d3-9e72-b8fbf62c24eb,chr3,6556194,6556880	+	-	1484	R-F	749	1437	1	T	R	1	703	F	1	1438
9f0ec713-1499-4df2-87c5-f256995bf6d8,chr3,6556194,6557934	-	-	943	F-R	62	878	1	A	F	1	54	R	1	905
8b50aa30-2df2-4ca3-bed6-8a477e4caad8,chr3,6556195,6557938	+	-	1462	R-F	74	1416	1	T	R	1	48	F	1	1418
1c808b68-0024-4e14-84c9-0208214e5845,chr3,6556195,6556881	-	-	725	F-R	58	639	1	A	F	1	57	R	1	691
ebbc3d3c-6c09-47d4-b827-1fd0bb5a3b12,chr3,6556196,6557932	-	-	1466	UF-N	54	1384	5	A	UF	15	40	N	-1	1363
0239ed7f-c1ef-49a4-bf56-4b315dcebf16,chr3,6556197,6557938	+	-	1902	R-F	141	1857	1	T	R	1	50	F	1	1858
166fe504-bca2-4a94-9978-097e538bbd84,chr3,6556197,6557938	+	-	1498	R-F	131	1456	1	T	R	3	50	F	1	1457
1f78d9d5-8bd1-49a6-b1b4-05393906a9d3,chr3,6556197,6557878	+	-	1331	R-F	116	1285	1	T	R	3	49	F	1	1290
21c68b76-3369-457e-bad0-84710ce6e02f,chr3,6556197,6557938	+	-	5206	R-F	116	1452	1	T	R	1	47	F	1	1453
25619bfa-7250-473f-a0a3-3ff13b0827f6,chr3,6556197,6557312	+	-	1173	R-N	111	1126	2	T	R	3	48	N	0	1106
26385c94-fa9a-4183-9b18-5364cfc22be5,chr3,6556197,6557865	+	-	1407	R-F	101	1364	1	T	R	1	51	F	1	1364
29d7ec05-5bc4-4ca3-ba03-92f56c704a8d,chr3,6556197,6557139	+	-	1114	R-F	138	1070	1	T	R	6	46	F	1	1071
30cf0869-7b9a-465d-aa40-6bf821666905,chr3,6556197,6557875	+	-	1331	R-F	119	1280	1	T	R	1	48	F	1	1287
311f0669-6d3c-4c02-a468-e003fdaeaf9a,chr3,6556197,6557904	+	-	1364	R-UF	80	1320	2	T	R	1	46	UF	4	1323
376a3da0-c06c-4011-9e05-06b88058bbf7,chr3,6556197,6556675	+	-	633	R-UF	115	581	2	T	R	1	47	UF	3	592
3ed43798-349b-4d7c-8574-48e87faab478,chr3,6556197,6557517	+	-	956	R-UF	87	914	2	T	R	2	45	UF	3	914
433f615d-0884-498d-b714-86f4a5c6ecdd,chr3,6556197,6556828	+	-	693	R-F	123	646	1	T	R	2	49	F	1	649
4b06322c-5cc2-4657-a54e-aff20586f32f,chr3,6556197,6556587	+	-	1454	R-F	92	465	1	T	R	3	49	F	1	1407
4db139d3-58ee-4192-b6bd-44d9ecdb77ff,chr3,6556197,6557863	+	-	1432	R-F	141	1389	1	T	R	1	52	F	1	1391
5571a5cc-0e98-4541-a2c3-c41eece1a37a,chr3,6556197,6557607	+	-	1413	R-F	100	1375	1	T	R	1	48	F	1	1371
55e09943-7752-467a-a88c-2686c57c1f5a,chr3,6556197,6556880	+	-	719	R-F	101	677	1	T	R	1	50	F	1	678
62ca2574-27bb-4b88-b9ed-1c3ef15dda05,chr3,6556197,6557938	+	-	1510	R-F	132	1464	1	T	R	1	47	F	1	1466
64cc491d-489b-456c-9e02-4219fd539530,chr3,6556197,6557934	+	-	1447	N-F	98	1400	5	T	N	-1	119	F	1	1407
6c472cde-1ac3-4b06-bd66-a7de9120576a,chr3,6556197,6556534	+	-	554	R-F	178	519	1	T	R	1	46	F	1	513
6f40b3bf-ecf2-427b-8f7a-28642b499254,chr3,6556197,6557914	+	-	1462	R-UF	132	1419	2	T	R	1	44	UF	3	1423
73e595df-85a8-4216-989d-dda13c9d661c,chr3,6556197,6557938	+	-	1514	R-F	135	1471	1	T	R	3	48	F	1	1473
7a16a39d-e559-483b-a6bc-a0d65757182a,chr3,6556197,6556580	+	-	571	R-F	145	529	1	T	R	2	50	F	1	530
88e1a58d-7077-447e-b926-8d9b2131c032,chr3,6556197,6557883	+	-	1380	R-F	81	1360	1	T	R	1	51	F	1	1363
8e628cfb-24ef-4b82-9ace-30d40e606b42,chr3,6556197,6557158	+	-	1155	R-UF	153	1112	2	T	R	1	53	UF	7	1120
8f0ca61e-4163-44d2-bfea-c2d761c08f78,chr3,6556197,6556791	+	-	652	R-F	127	609	1	T	R	2	50	F	1	610
96bc39b8-4335-49dc-b9bf-33b78fef052b,chr3,6556197,6557938	+	-	1485	R-F	119	1450	1	T	R	8	41	F	1	1451
97d00645-83c7-4d0a-891f-cc31e78b7d5c,chr3,6556197,6556534	+	-	527	R-F	156	489	1	T	R	1	51	F	1	483
9d5c7f00-3de7-4651-afe3-4badc9b5d963,chr3,6556197,6556935	+	-	746	N-F	76	704	5	T	N	-1	97	F	1	705
a02fd7af-23a7-4ae2-942a-de4014e9928c,chr3,6556197,6557863	+	-	1436	R-F	150	1391	1	T	R	1	51	F	1	1393
a47a3072-6345-4687-b7f2-68badd101432,chr3,6556197,6556768	+	-	574	R-F	96	560	1	T	R	1	43	F	1	557
a7f96db0-f6f9-4bc3-8cd2-00ffd47d6f0a,chr3,6556197,6557158	+	-	1148	N-F	146	1106	5	T	N	-1	167	F	1	1107
b629c984-d56d-455c-ad92-0e3527365efb,chr3,6556197,6557938	+	-	1511	R-F	118	1467	1	T	R	6	46	F	1	1468
b6c06527-fce5-4929-b5e6-fac23fbaf38a,chr3,6556197,6556983	+	-	989	R-F	160	948	1	T	R	1	49	F	1	949
d0336dc1-ba5d-45e6-85a8-ced5caf4c5c0,chr3,6556197,6556426	+	-	297	R-N	79	295	2	T	R	1	50	N	0	275
d2b5201b-a816-434b-9597-5768331d264d,chr3,6556197,6557883	+	-	1399	R-F	84	1356	1	T	R	1	52	F	1	1359
d2ebc351-9021-4352-ac9a-ad61d8a6d966,chr3,6556197,6557865	+	-	1402	R-F	112	1358	1	T	R	3	53	F	1	1358
d3370cd7-6ff8-4493-806b-0495d8b31b01,chr3,6556197,6557885	+	-	1316	R-F	113	1275	1	T	R	1	50	F	1	1276
e3b6ebb8-46ba-4b00-982b-9e89f9ca3596,chr3,6556197,6556880	+	-	734	R-F	117	689	1	T	R	1	48	F	1	690
ed46890e-54f1-46ab-b34a-e4bf9165b635,chr3,6556197,6557863	+	-	1466	R-F	159	1419	1	T	R	1	46	F	1	1421
edd49c8f-1570-4931-af6b-35725a17453a,chr3,6556197,6557865	+	-	1422	R-UF	124	1382	2	T	R	1	50	UF	7	1386
efbc2b88-97f1-4473-944d-dc5b74c9197c,chr3,6556197,6557607	+	-	1471	R-F	128	1434	1	T	R	1	51	F	1	1430
f09e32d9-4fc2-4226-9f6c-cb8a14b66e4d,chr3,6556197,6556516	+	+	402	N-N	81	401	5	A	N	-1	102	N	0	381
06b64e78-58e1-4496-bb40-2a1648a98aa0,chr3,6556197,6557444	-	-	1415	F-R	59	1305	1	A	F	1	58	R	1	1379
1053ed2c-fef9-41ec-a3a1-5da2fb7cb308,chr3,6556197,6556830	-	-	689	F-R	59	584	1	A	F	1	58	R	1	656
109bd87f-0bfe-4488-8e0c-7c2facd47f64,chr3,6556197,6557863	-	-	1401	F-R	58	1298	1	A	F	1	57	R	1	1366
10eaee4a-bc27-442b-8f72-21039d8b44a6,chr3,6556197,6557938	-	-	1473	UF-R	62	1384	2	A	UF	10	50	R	1	1440
11f6f0e3-9f3b-4d3f-9466-ad44f962c694,chr3,6556197,6557149	-	-	1121	F-R	66	1006	1	A	F	1	58	R	1	1085
1e4c7681-c173-45f7-a336-dcfc96659fbf,chr3,6556197,6557158	-	-	1127	F-R	61	1007	1	A	F	1	60	R	1	1092
1ec63728-d362-4dfe-90cb-79ceae5c0ffd,chr3,6556197,6556580	-	-	570	F-R	59	444	1	A	F	1	58	R	1	535
1eca16a2-96d9-410c-ae80-13ad9c8d9254,chr3,6556197,6557887	-	-	1343	F-R	60	1244	1	A	F	1	58	R	1	1310
1f91de13-08c3-4ef1-b709-0233f91ae141,chr3,6556197,6557075	-	-	927	F-R	67	829	1	A	F	1	56	R	1	894
225ebdc3-c2ed-4394-a464-9789e26ce335,chr3,6556197,6556791	-	-	635	UF-R	54	530	2	A	UF	4	52	R	1	599
25c7dd5d-ea1d-4bf4-b440-2b95b9c04206,chr3,6556197,6557863	-	-	1414	F-R	59	1304	1	A	F	1	57	R	1	1378
2601b824-f5aa-4d1f-a97e-f37b33786efb,chr3,6556197,6557863	-	-	1424	F-R	59	1316	1	A	F	1	57	R	1	1389
2788ee5d-8a42-42e7-97ea-1c92324443f6,chr3,6556197,6557876	-	-	1475	F-R	64	1342	1	A	F	1	59	R	1	1440
284413fc-3ba1-4154-9ba3-1c8debe2a295,chr3,6556197,6557883	-	-	1392	UF-R	58	1311	2	A	UF	2	56	R	1	1356
29b154a0-ce6a-4bff-84e8-d45104492a2a,chr3,6556197,6557938	-	-	1504	F-R	60	1394	1	A	F	1	57	R	1	1466
2ccd03c8-14d2-4bc1-a4ce-76fdfa1ea92b,chr3,6556197,6556831	-	-	686	UF-N	53	579	5	A	UF	2	52	N	-1	558
2f6dfcef-5055-43d0-8154-efdc1641c1a2,chr3,6556197,6557444	-	-	1864	N-R	57	1291	2	A	N	-1	78	R	1	1381
30c22ac6-1306-419d-bdf6-f9570bc5eda1,chr3,6556197,6556580	-	-	543	F-R	56	437	1	A	F	1	55	R	1	506
34f8fcba-ed2f-46b6-baf7-060c2a37c37e,chr3,6556197,6557331	-	-	1273	UF-R	60	1185	2	A	UF	11	48	R	1	1236
37dffb8a-ea57-440f-b8dd-68913d520082,chr3,6556197,6557938	-	-	1393	UF-R	62	1302	2	A	UF	15	44	R	1	1359
38346bcb-3cd3-496e-b108-9742a2d6438b,chr3,6556197,6557883	-	-	1445	N-R	61	1321	2	A	N	-1	82	R	1	1408
3df1a4d3-f5fd-4b27-90ba-e4326d802f03,chr3,6556197,6557885	-	-	1350	UF-R	63	1251	2	A	UF	3	60	R	1	1317
45a4e472-86e9-4c79-911b-6ec53730ee24,chr3,6556197,6557880	-	-	1327	F-R	59	1227	1	A	F	1	54	R	1	1293
466a3d02-979b-4fd7-82ef-9dbe1266d5bd,chr3,6556197,6557938	-	-	2650	UF-R	65	1685	2	A	UF	4	57	R	1	1726
4df34166-b162-4c9b-960c-ff275a56e2d1,chr3,6556197,6556791	-	-	617	UF-R	59	541	2	A	UF	3	57	R	1	584
52c0e1c3-cbc3-4c23-8dd4-c2e0c7b45f3b,chr3,6556197,6557883	-	-	1444	F-R	61	1333	1	A	F	1	59	R	1	1404
53f5ad54-19d4-4d99-87b7-4c80536aac4f,chr3,6556197,6556790	-	-	665	F-R	58	547	1	A	F	1	58	R	1	628
56ab7ea8-830f-4158-a406-4ab2c6130fea,chr3,6556197,6556332	-	-	291	F-R	58	192	1	A	F	1	57	R	1	254
5d25e44f-fcb8-406c-9a2b-65b5a04e3c90,chr3,6556197,6557867	-	-	1402	N-R	74	1316	2	A	N	-1	95	R	4	1369
61214320-91e2-41e1-a7ca-98f73ecf4807,chr3,6556197,6557883	-	-	1416	F-R	60	1331	1	A	F	1	58	R	1	1376
61c76b0c-37f8-487a-860e-246864704fa6,chr3,6556197,6557938	-	-	1469	F-R	60	1384	1	A	F	1	59	R	1	1434
635eabdd-01d6-4960-bbba-7367d882fe40,chr3,6556197,6556983	-	-	907	N-R	55	829	2	A	N	-1	76	R	1	873
654d2de3-8b95-4757-a75f-4a82f187bb8a,chr3,6556197,6557865	-	-	1409	F-R	58	1305	1	A	F	1	58	R	1	1374
698c3234-1ceb-4c4d-9080-123c28851da3,chr3,6556197,6557607	-	-	1418	F-R	53	1334	1	A	F	1	57	R	1	1383
6e639690-2b58-493b-8b2a-8afacd40c9a0,chr3,6556197,6557883	-	-	1348	F-R	62	1234	1	A	F	1	59	R	1	1312
6f2415f9-5cf4-427f-85b1-4a44e3f5d785,chr3,6556197,6556983	-	-	902	UF-R	63	820	2	A	UF	15	46	R	1	866
74886e9c-76d3-48f2-86e2-9cd184d4a94a,chr3,6556197,6557938	-	-	1787	F-R	61	1709	1	A	F	1	59	R	1	1754
76278b95-cdfa-4250-bb7e-04565cb4ed05,chr3,6556197,6557938	-	-	1495	F-R	57	1394	1	A	F	1	55	R	1	1460
7686c581-dc12-468d-9e69-3b7b8f056808,chr3,6556197,6557909	-	-	1375	N-R	82	1280	2	A	N	-1	103	R	1	1339
76881a9c-45c9-4df7-9c62-794d6af1a0b7,chr3,6556197,6557876	-	-	1389	F-R	67	1325	1	A	F	1	60	R	1	1356
7874191f-e104-406c-8131-de652767d518,chr3,6556197,6556599	-	-	572	F-R	61	462	1	A	F	1	58	R	1	534
828b089e-b8c3-47f9-a54c-938d3d739fb1,chr3,6556197,6556985	-	-	964	F-R	61	846	1	A	F	1	58	R	1	931
8510b3a1-4d37-46dd-a457-d25e43da30cb,chr3,6556197,6556446	-	-	417	F-R	60	311	1	A	F	1	59	R	1	381
85b23a61-ee01-4561-8ccc-25240cd0fa6e,chr3,6556197,6557333	-	-	1247	UF-R	58	1172	2	A	UF	2	58	R	1	1211
8aa6f14a-9cef-453b-9232-f0963efc9f2d,chr3,6556197,6556923	-	-	844	F-N	60	785	5	A	F	1	59	N	-1	764
8e2d8d7e-591e-43ed-b6c3-d80e2aa3f5e8,chr3,6556197,6557083	-	-	935	UF-R	58	832	2	A	UF	15	42	R	1	900
91b92dee-3434-4fee-a5d8-eeb9b899a060,chr3,6556197,6556918	-	-	867	UF-R	58	780	2	A	UF	3	51	R	1	831
93b3ee51-d17d-463d-90e3-04fda16bf37b,chr3,6556197,6557938	-	-	1388	F-R	59	1298	1	A	F	1	58	R	1	1352
941f8b56-797f-4b59-91a5-1dfa0ac47643,chr3,6556197,6557865	-	-	1382	F-R	60	1308	1	A	F	1	60	R	7	1353
97673417-23c5-41c7-90d4-45acfb111b98,chr3,6556197,6557086	-	-	933	F-R	61	839	1	A	F	1	60	R	1	898
97ac4884-15ed-461a-8f31-dc4022a23618,chr3,6556197,6556983	-	-	920	F-R	60	834	1	A	F	1	59	R	1	887
99a8ce58-8aac-450c-8e84-12d0e7a0cd41,chr3,6556197,6557859	-	-	1346	UF-R	63	1282	2	A	UF	3	56	R	3	1313
9b84089e-0071-4834-b682-fee0957b0744,chr3,6556197,6556587	-	-	1506	F-R	1012	1398	1	A	F	1	59	R	1	1473
a08d32e3-3f96-4044-9bb3-28f21216ff8f,chr3,6556197,6557883	-	-	1309	F-R	59	1231	1	A	F	1	57	R	1	1274
a4256848-93a0-466a-b46b-153e9ceea612,chr3,6556197,6557938	-	-	1492	F-R	58	1387	1	A	F	1	57	R	1	1459
a5fb9ae4-fbef-4afd-b289-2e07ccdf6baa,chr3,6556197,6556923	-	-	869	F-R	59	783	1	A	F	1	58	R	1	834
b02d0520-c797-4c94-a451-16b76f9bec4a,chr3,6556197,6556580	-	-	547	F-R	58	439	1	A	F	1	57	R	1	513
b0ea70dd-6a1f-4b8d-9e85-0c6e6328b850,chr3,6556197,6557138	-	-	1070	F-R	65	986	1	A	F	1	60	R	1	1035
b9ba6911-8085-4456-8062-db2a87b72f62,chr3,6556197,6557883	-	-	1305	F-R	59	1206	1	A	F	1	56	R	1	1268
ba16e82a-5b3b-4ffe-b973-0c6c0dfe5d1a,chr3,6556197,6556935	-	-	778	F-R	57	686	1	A	F	1	56	R	1	740
beac3283-56b9-40e9-9d5a-b80c9fb1dad6,chr3,6556197,6556580	-	-	549	F-R	59	440	1	A	F	1	58	R	1	512
ca03d020-5ed1-4e83-bc9a-e3d58ae18966,chr3,6556197,6557930	-	-	1444	UF-N	64	1386	5	A	UF	3	54	N	0	1366
cbae53ee-10a0-4098-9ff2-98a68e948cf4,chr3,6556197,6557840	-	-	4160	N-R	57	1155	2	A	N	-1	78	R	1	1231
ceff6731-5552-44e7-998a-8cba5af0e508,chr3,6556197,6556587	-	-	1505	F-R	1006	1392	1	A	F	1	57	R	1	1469
d03301d7-3018-490c-859d-cc33656c32e9,chr3,6556197,6557086	-	-	4460	F-R	60	841	1	A	F	1	59	R	1	893
d239b081-d1dc-4859-bc78-c6cfc4f6ca1c,chr3,6556197,6557865	-	-	1411	F-R	57	1322	1	A	F	1	57	R	1	1375
d4927f0f-beae-4b58-9608-e306ba2db89d,chr3,6556197,6557885	-	-	1323	F-R	59	1222	1	A	F	1	57	R	3	1288
d690959c-a41d-432e-b3f5-87e9a70ec546,chr3,6556197,6556482	-	+	401	N-N	71	332	5	T	N	-1	92	N	-1	311
da35bd47-f8a3-4673-84ab-becc41327f0c,chr3,6556197,6556923	-	-	735	F-R	58	671	1	A	F	1	57	R	1	701
dcaa8869-bda9-4f3c-80fb-05df3f900149,chr3,6556197,6557938	-	-	1359	F-R	60	1256	1	A	F	1	59	R	1	1326
de6b5982-f214-4eee-a77d-204e32dff90d,chr3,6556197,6557333	-	-	1280	F-R	61	1191	1	A	F	1	61	R	1	1247
df4736f5-ed43-4c00-a675-954de5bcd4b8,chr3,6556197,6557887	-	-	1352	F-R	59	1264	1	A	F	1	57	R	1	1315
e8e0904c-91d3-409d-9bc6-35f8ecb0b620,chr3,6556197,6556987	-	-	955	UF-R	57	849	2	A	UF	13	45	R	1	917
e9d8b620-d22e-4adc-94dd-1bca945f9c46,chr3,6556197,6557862	-	-	1304	UF-R	61	1240	2	A	UF	10	47	R	3	1270
ec7f6190-5b7a-47f7-be3e-eafa2c2d2467,chr3,6556197,6557883	-	-	1325	F-R	62	1235	1	A	F	1	59	R	1	1290
edc0987a-a968-409a-8743-9acb73088933,chr3,6556197,6557839	-	-	1364	F-R	61	1274	1	A	F	1	60	R	1	1330
ee16a144-9477-4308-b57e-c79dd54b608d,chr3,6556197,6556446	-	-	424	F-R	59	312	1	A	F	1	58	R	1	389
f180c58d-c687-4282-9fb6-96f7966bc1a3,chr3,6556197,6557885	-	-	1325	F-R	62	1223	1	A	F	1	57	R	1	1289
f5609c60-0bf3-426b-95d3-2b3fbf9247c7,chr3,6556197,6557883	-	-	1327	F-R	61	1236	1	A	F	1	58	R	1	1292
febed857-0d10-4e42-8030-13ddcf0e6f27,chr3,6556197,6557865	-	-	1403	F-R	59	1323	1	A	F	1	59	R	1	1370
01d3c16d-c5af-4ac1-8ff1-61ef0c7a16ea,chr3,6556198,6556935	+	-	777	R-F	104	730	1	T	R	1	50	F	1	731
08e3092b-ba1d-4454-a1c3-e678ea3f1e58,chr3,6556198,6557887	+	-	1348	R-UF	101	1296	2	T	R	1	50	UF	10	1311
167232b6-b314-454c-975f-831d1c44cb14,chr3,6556198,6557876	+	-	1729	R-F	104	1673	1	T	R	1	49	F	1	1682
1fca0f41-46da-4d21-9c6c-d6b8c7df612b,chr3,6556198,6556830	+	-	675	R-UF	112	626	2	T	R	1	47	UF	8	636
2bfbfdb4-938d-415e-b096-7627ae4bc792,chr3,6556198,6557086	+	-	919	R-F	98	877	1	T	R	1	52	F	1	878
3753a4ec-ae7a-46b9-a85e-d05d615f1e11,chr3,6556198,6557938	+	-	1397	R-F	112	1353	1	T	R	1	51	F	1	1354
432a3641-7b50-480a-8f46-9aa3d18a678b,chr3,6556198,6557839	+	-	4937	R-F	3656	4895	1	T	R	1	3594	F	1	4896
499ac4c4-5056-4f2f-9c47-01d090fd6977,chr3,6556198,6557927	+	-	1379	R-F	130	1337	1	T	R	1	50	F	1	1338
4bdce13f-d814-4f6d-9d07-4ca58a9be563,chr3,6556198,6557883	+	-	1334	N-F	129	1289	5	T	N	-1	150	F	1	1291
6b8a6692-d0a7-47cb-ac50-15f1ff54eeed,chr3,6556198,6556935	+	-	800	R-F	127	754	1	T	R	1	50	F	1	755
793a77eb-a8be-4726-8ea4-21b76b097aed,chr3,6556198,6557904	+	-	1470	R-F	132	1428	1	T	R	1	52	F	1	1429
88c57f29-124b-4bc8-a8b2-d5fe9b66dcbc,chr3,6556198,6557656	+	-	2284	R-F	893	2241	1	T	R	1	830	F	1	2242
98096f8e-65d6-4111-9f20-1f286e7d79e2,chr3,6556198,6557938	+	-	1384	R-F	114	1342	1	T	R	1	50	F	1	1343
dd845c89-985c-40b3-b94b-a92838782d92,chr3,6556198,6557938	+	-	1874	R-F	125	1832	1	T	R	1	48	F	1	1833
df78919a-c61d-4d0e-95cb-00b20d291737,chr3,6556198,6557656	+	-	1484	R-F	96	1431	1	T	R	1	45	F	1	1432
0656c145-cd4d-4bbe-a1c5-dd6e6ab54e20,chr3,6556198,6557883	-	-	1428	F-R	60	1309	1	A	F	1	58	R	1	1390
13761ea3-502c-4c82-86c1-5ac8bfab5552,chr3,6556198,6556372	-	-	274	F-R	58	219	1	A	F	1	57	R	1	239
283b287b-2a55-4861-9b3b-9e1be0dfc90a,chr3,6556198,6557938	-	-	1382	F-R	60	1290	1	A	F	1	58	R	1	1346
29f4fd8e-ac78-4d84-b7fb-28bf5ff3b59a,chr3,6556198,6557883	-	-	1320	F-R	63	1233	1	A	F	1	61	R	1	1286
40388e2e-9cdc-4d08-8223-93ab2a7b7cef,chr3,6556198,6557906	-	+	1356	N-N	93	1264	5	T	N	-1	114	N	-1	1243
41b5625b-7920-410a-bd9e-4f8fdc93da88,chr3,6556198,6557934	-	-	1348	N-R	74	1294	2	A	N	-1	95	R	3	1318
5fab1bc2-754a-4a45-8fec-5003592b2802,chr3,6556198,6557656	-	-	1499	F-R	58	1407	1	A	F	1	57	R	1	1462
701bd7dd-83b7-4f92-92e0-9946e2296179,chr3,6556198,6557645	-	-	1471	UF-R	65	1392	2	A	UF	2	52	R	1	1437
7170d3ba-5cbd-406a-80e0-3c5ac85b695e,chr3,6556198,6557883	-	-	1696	UF-N	57	1619	5	A	UF	2	56	N	-1	1598
73f39195-41f7-405d-9248-7359803165d1,chr3,6556198,6556488	-	-	410	UF-R	57	333	2	A	UF	15	44	R	1	382
7ab5613b-c0b9-4c5a-b0af-064435b5a254,chr3,6556198,6557928	-	-	1366	F-R	66	1281	1	A	F	1	58	R	1	1330
7bc9e411-a497-438f-a571-b637c840f02e,chr3,6556198,6557654	-	-	2498	UF-R	1066	2417	2	A	UF	12	1056	R	1	2466
94e5a7c7-2c4d-4cb3-a796-d6535c3148b6,chr3,6556198,6557867	-	-	1804	F-R	60	1714	1	A	F	1	59	R	1	1771
9e064427-994e-4972-9c01-1735c8e996df,chr3,6556198,6557938	-	-	1381	F-R	60	1291	1	A	F	1	59	R	1	1344
a49b0457-4d78-49d5-8a46-f4c81b4bd9f4,chr3,6556198,6556489	-	-	433	F-R	59	348	1	A	F	1	58	R	1	400
c27abe30-cce6-4f44-8afe-f0b853da5411,chr3,6556198,6557938	-	-	1373	F-N	59	1286	5	A	F	1	58	N	-1	1265
c6ef6da3-09a8-4eaf-9be8-4e73fa05d3a8,chr3,6556198,6557938	-	-	1373	F-R	58	1294	1	A	F	1	57	R	1	1340
d8d12321-aaf9-4b93-9e20-958fc5c63d54,chr3,6556198,6556777	-	-	685	UF-R	57	621	2	A	UF	11	45	R	1	651
e24a0911-6c5e-41db-9eb8-6155d262b463,chr3,6556198,6557867	-	-	3513	F-R	60	1720	1	A	F	1	58	R	1	1774
ed5b4a44-fee2-4f20-8b53-5c97b17dca2c,chr3,6556198,6557927	-	-	1335	F-R	59	1244	1	A	F	1	58	R	1	1299
f225215e-c066-4ac6-813d-4c39b0e90ad0,chr3,6556198,6557913	-	-	1453	UF-R	67	1364	2	A	UF	8	50	R	1	1415
06796a89-eb1f-41d1-853d-642b1f3b7309,chr3,6556199,6556519	+	-	412	R-N	94	411	2	T	R	1	48	N	0	391
0f9b578b-57ac-4f80-890a-3eda95e50bb1,chr3,6556199,6556957	+	-	896	R-F	96	849	1	T	R	1	49	F	1	856
117ac1e6-9a14-423e-a4ad-cd37195a0542,chr3,6556199,6556502	+	-	425	N-F	100	380	5	T	N	-1	121	F	1	381
15c4ed47-d3cb-41e2-b7c6-1429295d0daf,chr3,6556199,6556355	+	-	329	R-F	129	284	1	T	R	2	48	F	1	285
