read_core_id	polya_start_raw	polya_end_raw	polya_start_base	polya_end_base	polya_length	polya_score	polya_type
0fd4ed5c-5767-491f-ae79-4874dac5b8a7,chr3,6556203,6556753	6010	6190	603	633	20.8	180.0	A
1a97b6b7-be48-429c-b995-ca6af020d194,chr3,6556203,6557883	11215	11955	1310	1345	103.37	740.0	A
1dd483fe-db36-48c4-bb2d-33eb5a36e796,chr3,6556203,6557938	14115	14395	1273	1285	31.52	280.0	A
253a855f-6ccd-4ca3-9abd-7a7757419b56,chr3,6556203,6557938	23980	24545	1280	1297	36.64	565.0	A
28ac5739-a5d3-4aeb-82ac-c38d2f25995e,chr3,6556203,6556777	7525	8075	627	632	54.71	550.0	A
2a7ed32c-093f-4d90-bf82-08cdd1bfd389,chr3,6556203,6557938	13310	13505	1375	1407	23.18	195.0	A
39ad5d62-3f37-4f9c-be46-1bdb3227eeb1,chr3,6556203,6557938	14030	14375	1381	1402	37.82	345.0	A
3cf2364c-0d4a-47b4-81e0-a14beec8d140,chr3,6556203,6557208	12385	13640	1061	1096	129.67	1217.5	A
440b1346-eb3d-4f56-893d-9aaacd1a48d9,chr3,6556203,6556358	2380	2530	216	238	16.63	150.0	A
4641f806-2834-437e-874f-c79843540b74,chr3,6556203,6556963	8930	10295	816	824	145.73	1365.0	A
4ac36261-1727-4421-858e-f66209770ba3,chr3,6556203,6556715	5920	6040	474	491	13.65	120.0	A
506aaf0d-2829-4674-9b4f-031db1c16301,chr3,6556203,6557933	10695	10845	1270	1296	19.3	150.0	A
5547d2dd-4b38-4260-8999-8920f8792935,chr3,6556203,6557274	12445	12795	1092	1114	35.05	350.0	A
5b70eb48-5d1d-45b9-9c75-33d4b68a4964,chr3,6556203,6557769	30865	31245	2972	3003	42.8	380.0	A
5d396e95-6321-467c-895d-b57d5e88bcaf,chr3,6556203,6557935	0	0	0	0	0.0	0.0	A
5e3be101-ca8f-4a6c-b7ce-b5076264f93b,chr3,6556203,6556963	9565	14010	829	833	465.23	4445.0	A
60bc34a2-099d-4001-bc9b-0372642d99f1,chr3,6556203,6557940	17330	17345	1399	1399	1.5	15.0	A
6bb86a7e-7069-4427-84a3-25745c4a90d4,chr3,6556203,6557938	15315	15490	1381	1408	18.03	175.0	A
6d2bec6d-c5b1-4b88-8182-63bf7254b878,chr3,6556203,6557938	11720	11875	1268	1294	19.55	155.0	A
7692a0c3-4717-4a12-9c3e-1cf6941175c7,chr3,6556203,6557937	14485	14640	1376	1403	17.55	155.0	A
78ad8bbc-d241-49bf-abd3-a7e178d2cf30,chr3,6556203,6557938	17890	18030	1657	1679	15.08	140.0	A
79875557-60ed-4335-bf72-7d8cbe2d9fd7,chr3,6556203,6557923	16705	18025	1374	1403	133.66	1295.0	A
79ba99f8-e6f0-466b-a24f-fdfdb2add63e,chr3,6556203,6557938	12445	12600	1244	1266	17.68	155.0	A
8acb9b5b-fefc-428f-b672-4de66494b120,chr3,6556203,6557627	10580	10905	967	984	33.97	325.0	A
90fa97bf-33d8-4c39-a5e5-18d33a8aa67d,chr3,6556203,6557938	13985	14135	1291	1315	16.53	150.0	A
920b311f-a068-48ac-8256-f204d8484c99,chr3,6556203,6557938	18520	18670	1660	1683	16.33	150.0	A
94ca389e-7e1d-405c-bceb-009cfe64e41f,chr3,6556203,6557135	10240	10370	982	1000	13.99	130.0	A
9ab6d360-16dc-4aff-b0de-1cdacc390d12,chr3,6556203,6557938	15630	15810	1374	1403	19.57	180.0	A
cdd2111c-633f-41b3-b2c4-bcdeb2067c3a,chr3,6556203,6557939	12500	12850	1281	1307	42.84	350.0	A
d352a33a-60f0-438c-9933-60ef87906ef4,chr3,6556203,6557938	13505	13665	1393	1416	19.1	160.0	A
d669b90f-4856-44ac-ac11-972adb6ac66a,chr3,6556203,6557930	14360	14675	1360	1363	34.73	315.0	A
d9085f45-96ec-4f6b-9ba5-b392440d0842,chr3,6556203,6556870	6650	6825	616	645	20.71	162.5	A
db912585-6053-47da-b215-34d2d56e3feb,chr3,6556203,6556730	4665	4820	461	488	19.09	155.0	A
ec652455-6665-4d0d-a9fa-680708850393,chr3,6556203,6557937	12830	12975	1272	1296	16.2	145.0	A
0e35f786-73cc-4bd1-9f6f-7f122f1b1b0f,chr3,6556204,6557938	1610	1925	78	111	35.1	315.0	T
12d89636-f594-4357-9ce3-2e665fb807bf,chr3,6556204,6556526	900	1210	73	114	32.33	310.0	T
14d1460b-5247-4794-88ce-3c62a9dd6cd6,chr3,6556204,6556500	1445	1780	78	101	33.46	322.5	T
1d07072c-0a78-495c-ac06-3e46ef626161,chr3,6556204,6557934	1110	1305	77	99	25.07	195.0	T
2b8bbfdf-9347-42c4-9073-88b9060cfae6,chr3,6556204,6557938	640	1000	63	101	41.2	297.5	T
32ccf7c2-e954-4cf7-b54d-64317cdabaf4,chr3,6556204,6557126	1200	1550	77	104	38.71	350.0	T
3488fb2b-83aa-4a45-b160-75c22288ebb1,chr3,6556204,6556549	1940	2270	76	125	37.56	330.0	T
4764097a-912e-4876-a2b0-e8dd7cb7caf7,chr3,6556204,6556509	1380	1780	74	128	45.7	400.0	T
4c30ef3d-c12c-44df-8bad-0943bb04b47a,chr3,6556204,6557938	720	1020	78	111	36.37	300.0	T
50dfb7d9-44c0-4c20-ad10-18549a2a23e5,chr3,6556204,6556859	1900	2195	77	118	31.17	295.0	T
81512554-4541-4205-a124-7ea24f243ea6,chr3,6556204,6556507	810	1060	76	96	33.28	250.0	T
82751eac-a1fb-489d-b245-20410b7d4d17,chr3,6556204,6557126	1105	1540	79	118	47.6	435.0	T
b38b5d6d-5eea-4305-b87c-d50bbb6c6a8b,chr3,6556204,6557938	2940	3295	76	128	38.14	355.0	T
bb6af999-fe82-4dd1-99f8-1094b80c9ddf,chr3,6556204,6557938	1575	1845	76	106	30.97	270.0	T
bd8015c4-e634-4eb1-9209-46d98658bf8b,chr3,6556204,6556464	1215	1595	76	109	41.41	380.0	T
c03e7d08-0970-4487-9c12-4bf63279fcc1,chr3,6556204,6557938	1020	1350	76	127	42.6	330.0	T
c5cc0309-90f3-4a10-87b4-231a294ccb35,chr3,6556204,6556493	1820	2200	78	139	46.35	380.0	T
d7cec9a4-3c1a-4c92-b6dc-1a7a6a90e49c,chr3,6556204,6557187	1880	2215	77	108	36.74	335.0	T
dea19981-dfad-47d9-aff2-c1d915be090b,chr3,6556204,6556355	775	1165	78	142	46.66	390.0	T
e8b2a818-324c-4dae-8ac8-0e7a17f2b0cd,chr3,6556204,6557938	0	0	0	0	0.0	0.0	T
e9296195-c58b-47e1-8951-d52c7539eead,chr3,6556204,6557938	1070	1455	78	130	44.21	385.0	T
e9d4cb7d-c4d5-42a7-b5eb-f375b1baf15c,chr3,6556204,6556500	1205	1470	77	94	26.06	265.0	T
ec47a459-ff33-40cf-9cd1-5fe8e3c2e4e8,chr3,6556204,6557627	1110	1320	76	102	26.89	210.0	T
edfa8192-227b-4a12-9f6c-5b376f64466f,chr3,6556204,6557187	1785	2020	76	98	27.34	235.0	T
ff31f25c-fdd9-43b0-8c9b-fc3340964a7c,chr3,6556204,6557938	1000	1300	76	111	30.5	300.0	T
0a58f4de-2a4f-41c2-a136-f9c36b1a2921,chr3,6556204,6557937	19290	19440	1673	1697	15.53	150.0	A
2b69848d-861a-45ae-a300-4172f16b77ae,chr3,6556204,6557938	15910	16030	1381	1399	14.0	120.0	A
3c8486ea-ec7d-4707-88db-382c71d6a52f,chr3,6556204,6557354	0	0	0	0	0.0	0.0	A
3cf06e8f-7c16-43fa-819b-d4e59da95eea,chr3,6556204,6556737	0	0	0	0	0.0	0.0	A
45f1446f-5c7e-429d-baa9-e82ede8c66df,chr3,6556204,6556511	4360	4510	369	393	15.18	150.0	A
47bee816-cef7-489c-9cc0-af0b0f63fe16,chr3,6556204,6557360	12840	13010	1212	1231	18.73	170.0	A
4aad5ef4-f6fb-41ae-9595-dcc359543374,chr3,6556204,6557938	19685	19810	1385	1399	14.12	100.0	A
4b7937d3-d710-4e5d-bd68-537830b1205d,chr3,6556204,6557938	15820	15970	1385	1409	16.7	150.0	A
6cece8fa-3f90-411e-a0ce-01f30b83d3d0,chr3,6556204,6557257	10485	10895	1091	1123	47.04	410.0	A
6d038b3f-6330-47b6-a86f-0c0e3c980741,chr3,6556204,6557126	11420	11535	871	889	14.69	115.0	A
9466e959-d9b0-44ed-9e7a-5e447c1e67f3,chr3,6556204,6557179	11030	11195	927	953	16.95	165.0	A
b66ec4c3-2982-4756-8194-39aaeaaa6ba0,chr3,6556204,6556734	5165	5295	476	498	14.64	130.0	A
b877abae-74e0-4ae4-af08-7e2a9643fc89,chr3,6556204,6557187	685	710	60	62	2.73	25.0	T
b87c92d6-68ac-4249-a2dd-b6403d4743f1,chr3,6556204,6556735	4080	4235	482	508	20.93	155.0	A
c3bc0339-9e13-4be2-900d-96957881d2b1,chr3,6556204,6557938	13900	14055	1393	1418	17.44	155.0	A
c5de9e8c-743a-41e2-8da5-66991cfc67ad,chr3,6556204,6557880	15230	15375	1367	1389	16.16	145.0	A
e1afa26e-b5df-40c0-9b34-0dae181239b6,chr3,6556204,6557883	14690	14830	1346	1367	15.05	140.0	A
ea48a51c-0927-4c84-87f4-fa9d2e3020c4,chr3,6556204,6557938	17175	17320	1666	1689	16.34	145.0	A
ff53a727-edf5-43f7-bae4-2aa87410c31f,chr3,6556204,6556401	2510	2635	259	280	14.95	125.0	A
1d07c00a-fc9e-4d4f-bb96-5312342968a5,chr3,6556205,6557940	1390	1620	74	100	26.12	230.0	T
30fcb869-f487-4b97-a036-c3900daf115d,chr3,6556205,6556671	905	1140	76	103	27.04	235.0	T
4d8c6c66-58ef-49ca-9650-fffbc74d4aec,chr3,6556205,6557183	1340	1580	77	106	29.64	240.0	T
87221470-3df2-46ae-81df-cb6b5588bbe3,chr3,6556205,6557939	1505	2305	79	114	94.15	762.5	T
8ba59a87-8f54-42fa-b1b8-50c8eff2c8a4,chr3,6556205,6557938	1595	1900	81	120	33.86	305.0	T
8e5b346b-4d95-42ff-be29-c231885648a8,chr3,6556205,6557939	0	0	0	0	0.0	0.0	T
cbf1f9bd-a863-4774-8619-965adb85e534,chr3,6556205,6556504	0	0	0	0	0.0	0.0	T
18ccfcb2-aaa3-4f31-94ca-962ed9066925,chr3,6556205,6557939	12890	13050	1291	1316	18.15	160.0	A
9441d800-4465-4e52-a9db-5dcf60ba8ae8,chr3,6556205,6557258	10870	10995	1079	1098	13.96	125.0	A
b3188d5f-4a8c-4192-ba93-52411d3aa123,chr3,6556205,6557936	14350	14505	1394	1418	17.17	155.0	A
d910a48a-c38d-41c3-8f20-b1ea1c2edfdb,chr3,6556205,6557928	13255	13815	1273	1326	65.58	560.0	A
fb679a48-6671-487b-b00b-a45671f737a4,chr3,6556205,6557936	14125	14250	1373	1392	13.5	125.0	A
126a18f3-05a5-4d7a-a80c-02276b666bf2,chr3,6556206,6557875	1200	1465	79	113	29.32	265.0	T
4e6002c1-2526-48a7-8fdc-68c82112f49d,chr3,6556206,6557883	1160	1450	80	124	42.45	290.0	T
7a7faebb-7068-40d2-90c2-45b9c7614936,chr3,6556206,6557434	1250	1485	74	94	27.03	222.5	T
7cacdb8d-8b7f-451d-b6d7-6addb043290c,chr3,6556206,6557724	1225	1615	80	145	43.21	390.0	T
abcf012c-d1e2-4b1f-9961-fb4181f7b639,chr3,6556206,6557905	0	0	0	0	0.0	0.0	T
b0b1dbce-dce0-4328-8b40-7dc2337ecdcc,chr3,6556206,6557125	830	1565	70	125	89.34	685.0	T
c7cf9085-f2b2-43d2-bfc3-c2ea733c7ec2,chr3,6556206,6557886	1290	1695	77	124	41.49	405.0	T
f601b153-19bf-4eaf-bc1a-63b1403060aa,chr3,6556206,6556645	835	2060	70	101	160.83	1200.0	T
168b0c22-1db2-4b43-836e-ed131f909211,chr3,6556206,6557717	12450	12620	1154	1184	19.34	170.0	A
4ae151b7-08a4-4b2f-872c-6f4e1d3d3ba2,chr3,6556206,6557938	18835	18970	1751	1771	14.94	135.0	A
5034d61e-a68a-4cd6-b95b-c27f8babdb4d,chr3,6556206,6557724	10830	10980	1161	1181	18.12	150.0	A
656da3a7-92e4-48fc-a86e-9019a13e36ad,chr3,6556206,6557930	14935	15280	1411	1435	38.23	345.0	A
b3ddf3c4-d5c5-405f-9e4f-562841c4d48b,chr3,6556206,6557883	12620	12775	1327	1351	21.65	155.0	A
dee7c79c-7df4-4598-9fcf-26cc07379dfa,chr3,6556206,6557883	0	0	0	0	0.0	0.0	A
30637f04-96df-421d-9273-855bfaa7dd9a,chr3,6556207,6556785	1045	1820	77	87	81.03	750.0	T
3f2dac16-c083-46ff-8509-3a8f76572a9e,chr3,6556207,6556869	0	0	0	0	0.0	0.0	T
6e30591b-6f5b-4dec-81e0-d8608c97cef4,chr3,6556207,6556493	990	1675	78	142	83.41	672.5	T
b4b2fc8d-7473-49bd-b12c-a3878f28f2bb,chr3,6556207,6556785	2845	3445	75	155	78.75	562.5	T
df009492-439c-4ca7-9a0f-61133524dbc3,chr3,6556207,6556493	1440	2030	77	148	70.5	577.5	T
1de11ad9-0089-4d78-9afd-88d8d9198f77,chr3,6556207,6557938	11510	12405	1252	1254	114.45	895.0	A
1e585fbd-6ee5-4163-ac98-199c41df14f4,chr3,6556207,6556785	6720	7645	528	571	87.3	925.0	A
35476ca8-4b4c-46a8-9bb2-f749dbe17cd5,chr3,6556207,6557840	17650	18565	1589	1617	99.24	915.0	A
45e29901-9127-4a25-899b-e8aa742287c3,chr3,6556207,6557670	12920	13075	1105	1131	16.56	155.0	A
46731420-bf6e-472f-bb66-359dbb2a00fa,chr3,6556207,6556785	5810	6415	525	573	65.29	605.0	A
620cc13d-9857-4f7b-9c92-8d2a0b11d90c,chr3,6556207,6556786	6445	6725	630	641	31.91	280.0	A
72d1076a-47bf-4b01-871d-024e1f9aa3c3,chr3,6556207,6557938	16430	17685	1333	1351	132.26	1255.0	A
a3634024-c57d-46e2-859c-801ea7326d4d,chr3,6556207,6557938	13785	14785	1369	1412	117.26	1000.0	A
c39b5618-afde-4dd4-abd5-e52248dcdac9,chr3,6556207,6556795	6305	6415	549	563	12.09	110.0	A
dbc7db1d-2bb0-47a5-abe4-2aefef0f8b3b,chr3,6556207,6557840	0	0	0	0	0.0	0.0	A
dcb88311-039f-4c89-9fe2-70c581cb77d1,chr3,6556207,6557935	13810	14710	1377	1417	116.73	900.0	A
1068ee66-884f-4a87-aa4b-e7bb2937db1a,chr3,6556208,6557938	1120	1445	73	108	41.47	300.0	T
9e2146bd-1ac6-47f4-acc0-6cbc2de57ad1,chr3,6556208,6557938	2670	2970	71	121	37.53	300.0	T
e7e85c6b-9a60-43ac-ad19-68884a78061b,chr3,6556208,6557938	8480	8940	678	700	55.69	460.0	T
fc393c1f-c6d5-4c19-af33-12c28f662add,chr3,6556208,6557938	3320	3590	81	106	30.16	270.0	T
00b55a95-17a2-409f-af93-f16869762ca8,chr3,6556208,6556609	5175	5960	482	533	88.13	735.0	A
0815e6d1-6414-46b2-8ecd-124bf8732ed7,chr3,6556208,6556875	8085	8230	734	758	15.76	145.0	A
2e584b41-2be8-4a8b-9974-e91fd2fd92b0,chr3,6556208,6557925	12875	12970	1365	1380	11.77	95.0	A
7c2599ba-0c56-469a-a96c-57adc8e691f9,chr3,6556208,6556820	0	0	0	0	0.0	0.0	A
81462923-3401-46c0-b09a-4fc2b1016fba,chr3,6556208,6557840	12145	12980	1152	1197	93.09	835.0	A
87cec87a-88ac-4ada-8afe-c226a1331f83,chr3,6556208,6557485	19065	19575	1342	1368	42.04	510.0	A
9d3b36c8-b8f5-4194-925d-848dd4075bb2,chr3,6556208,6557933	0	0	0	0	0.0	0.0	A
b3353d55-df06-4386-9c0a-8cbab0f71f78,chr3,6556208,6557071	8720	10275	811	815	165.81	1555.0	A
d0d07d48-e85b-495a-92b5-901be9744efa,chr3,6556208,6557857	0	0	0	0	0.0	0.0	A
e6dd8eed-466b-40ad-b16b-499e86cb353b,chr3,6556208,6556797	6375	7515	649	660	129.97	1140.0	A
edba1575-cce0-4214-99ed-449e60a6f2d9,chr3,6556208,6557915	0	0	0	0	0.0	0.0	T
f4102a79-cd19-407c-8e40-eba22b4929cd,chr3,6556208,6557937	14370	14495	1367	1385	13.42	125.0	A
49ecf84e-167c-4490-a780-c3b42c7f67a2,chr3,6556209,6557938	0	0	0	0	0.0	0.0	T
5d61c5ed-fbe4-476d-a7d2-b455af2a0378,chr3,6556209,6556869	1245	1595	73	120	39.54	262.5	T
236c3f7c-8987-4e97-95e6-e6075cb13cb1,chr3,6556209,6557938	16290	17090	1386	1398	77.98	762.5	A
a151dd4f-6de1-4de5-a664-ef873d638295,chr3,6556209,6556869	6575	6705	603	623	14.04	130.0	A
a90c508a-349a-4620-9422-fc742e49e6e2,chr3,6556209,6557938	15355	16575	1371	1409	124.36	1220.0	A
e53f629e-50b9-438e-a331-5128eb93413a,chr3,6556209,6557938	16705	16815	1769	1787	13.16	110.0	A
28dc6620-b14c-4f91-abfe-cf4fbf6fd28e,chr3,6556210,6556912	980	1795	78	135	92.83	790.0	T
30469022-21cc-4c80-829a-59a85dda39a0,chr3,6556210,6556370	3280	3545	75	119	34.74	265.0	T
e5c12dfe-866a-4e76-b276-dc05842d63f2,chr3,6556210,6556869	1395	1705	75	119	34.77	310.0	T
1de13e45-9942-4891-aee0-e4ae9211a77a,chr3,6556210,6557935	16620	16745	1373	1392	12.38	125.0	A
5ccdc962-0747-495b-9788-9004f2bb5e09,chr3,6556210,6557818	0	0	0	0	0.0	0.0	A
af3c7a5a-cbf4-4621-aff2-9181d1addb7c,chr3,6556210,6557748	8945	8980	1115	1119	5.07	22.5	A
d23491e6-6635-428a-bc49-c95e498ebc9c,chr3,6556210,6557935	13685	13855	1373	1402	19.29	170.0	A
d44d7e76-c4ca-47c7-88c5-0388862f1c1e,chr3,6556210,6557938	13590	13730	1355	1377	16.22	140.0	A
e97d7055-b315-4ebe-a543-a381b1815f69,chr3,6556210,6557913	0	0	0	0	0.0	0.0	A
e30b20e3-fc72-4fcd-891f-77ad45d6cdd1,chr3,6556211,6557938	1280	1590	78	122	35.52	310.0	T
1ff51aca-c26f-42c7-b13d-ee518fc1251d,chr3,6556211,6557938	13285	13435	1263	1286	16.38	150.0	A
6c78c6c2-297f-47fe-9965-780d53a0cfa7,chr3,6556211,6557599	14285	14330	1391	1394	5.59	32.5	A
76000db3-04d6-470a-810b-f696965e78db,chr3,6556211,6557938	12105	12800	1268	1282	79.65	432.5	A
a25706e9-97bb-411e-b512-90aa2a37024f,chr3,6556212,6557916	0	0	0	0	0.0	0.0	T
afa740c3-042e-4f76-96f8-950b407b9440,chr3,6556212,6557884	1295	1590	75	102	32.83	295.0	T
ea2e8cef-bb59-451d-89dd-fc79e1f4bc58,chr3,6556212,6557938	0	0	0	0	0.0	0.0	T
fc2abdf7-be3f-422c-b4cf-748a37700132,chr3,6556212,6556493	1615	2170	79	136	65.5	542.5	T
b6c49a8e-c217-43e6-aa6c-51f44b7b39b7,chr3,6556212,6557938	12920	13065	1373	1399	18.39	145.0	A
3869e5f2-8cfe-4cf8-b4b0-ab47e28da7fe,chr3,6556213,6557883	860	1140	77	87	34.95	280.0	T
d114cac6-1791-4d3f-8605-3e5ed3128eaf,chr3,6556213,6556500	0	0	0	0	0.0	0.0	A
d1d84592-814d-40c0-b047-1c2c74bbf783,chr3,6556213,6556497	0	0	0	0	0.0	0.0	T
111dbfed-6835-4203-b7f9-e3941718b5a3,chr3,6556214,6556962	6870	6940	789	797	9.27	70.0	A
0cc60aee-4557-4f49-8d88-54ca9243c653,chr3,6556215,6557670	1945	2285	75	125	40.89	240.0	T
47488cd2-7c1f-4510-b5e9-36982ff845f6,chr3,6556215,6556961	1210	1470	75	105	31.78	260.0	T
48dbee69-1c9f-4049-b86f-3d24d25feb74,chr3,6556215,6557938	1145	2700	67	125	192.61	1542.5	T
af91218a-3f18-4398-9f9b-0d4cf24fc969,chr3,6556215,6557938	13110	14715	1270	1274	179.92	1605.0	T
bc95734d-a024-4c2b-9c74-903ea04c4b49,chr3,6556215,6557938	1020	1305	80	98	32.03	285.0	T
1a41c626-7c1b-4067-834d-5c76927b8470,chr3,6556215,6557883	0	0	0	0	0.0	0.0	T
88575164-4250-433b-8d59-4e68f794e8cf,chr3,6556215,6557938	14055	15115	1373	1385	121.28	1060.0	A
fc47ce63-c3e6-4407-8b21-963b0365b395,chr3,6556218,6556628	1980	2875	77	98	102.48	820.0	T
14f49910-c0b0-442c-9a64-eb7129c2f8ac,chr3,6556218,6556830	0	0	0	0	0.0	0.0	A
97049acf-fde4-454d-ae40-3698b4c53dac,chr3,6556220,6557164	1145	1375	73	93	25.74	230.0	T
9bff13ad-acf2-4e88-919e-4c98ea267b6f,chr3,6556220,6557181	965	1285	81	122	38.91	270.0	T
7544d18f-7056-47e7-bd13-ecf2159dbd8e,chr3,6556220,6557181	12565	12800	911	941	23.46	147.5	A
9a09f040-8536-464f-97a7-ca2d52214e5c,chr3,6556221,6557249	9905	10060	1065	1087	19.79	155.0	A
02022482-e8c1-471b-a530-12fdb59ed2d4,chr3,6556222,6557938	1260	1650	66	76	39.65	340.0	T
1adba060-8e67-420a-b934-2b9943225003,chr3,6556222,6557181	7670	7825	938	965	22.03	155.0	A
3facf817-7e87-4cb6-a495-a7975346211e,chr3,6556222,6556894	0	0	0	0	0.0	0.0	T
5c74e4ce-a391-4a2c-ae37-e51353e1abbd,chr3,6556222,6557938	0	0	0	0	0.0	0.0	A
76bb98f0-4bcd-4e0d-bc5f-d547fcef42d9,chr3,6556222,6557935	13180	14650	1270	1292	162.19	1045.0	A
9b90523e-1de8-4f26-ac81-da8e3f01234b,chr3,6556222,6557149	6865	7225	994	1048	61.34	260.0	A
c11cc887-f9af-4966-ac3e-53f5bd251735,chr3,6556223,6557181	9635	9820	924	949	20.36	135.0	A
ae32496e-90e3-4ee4-b9e3-948a2daf0a3a,chr3,6556225,6556460	1565	4015	77	83	256.16	2425.0	T
0e7b6729-3a45-4557-89a0-2069e18e9584,chr3,6556225,6557938	0	0	0	0	0.0	0.0	A
03f87311-3ba7-4ea3-968c-1207bd02eb94,chr3,6556227,6557883	1105	1350	82	115	26.98	245.0	T
47c80219-d3cf-47e8-b7e1-b1bf6c2093c5,chr3,6556227,6557883	1755	2035	79	121	31.92	280.0	T
863b91a2-7cd7-456e-bb79-d8468ea578c0,chr3,6556227,6557880	16180	16320	1706	1726	17.17	140.0	A
664e7ca7-4749-41d3-905b-2d9c900f1382,chr3,6556229,6557867	0	0	0	0	0.0	0.0	A
967da22a-6c32-4af2-8cc8-af034a74da6d,chr3,6556230,6557935	19070	20395	1755	1759	142.29	1312.5	A
047b3ca9-c716-48b8-a3f1-8ec6c4c80f7d,chr3,6556235,6557932	1270	1745	76	142	51.81	450.0	T
0534a3da-63c9-41b0-9930-1d1120bda71b,chr3,6556235,6557883	2245	2680	78	107	27.4	435.0	T
0a062b94-7908-49e3-92bb-b16cee3d0701,chr3,6556235,6557755	1510	1855	78	125	42.91	332.5	T
0d5c5ea5-d01f-442b-8486-c350e6265aef,chr3,6556235,6557932	875	1080	72	94	24.76	205.0	T
15fd41ff-6026-48c6-a35c-57791a00c797,chr3,6556235,6557885	1275	1500	73	96	23.09	225.0	T
332023f8-a248-47ee-9db6-7b9f4de2e8d7,chr3,6556235,6557938	1885	2225	72	73	33.81	340.0	T
37cae1e8-7447-4b8e-a8fb-5e8ce0b46ece,chr3,6556235,6556548	940	1545	74	132	76.61	580.0	T
39b433f2-7a37-4d40-8cb9-57c907cb84b8,chr3,6556235,6557938	1140	1520	80	126	42.69	367.5	T
430e5476-a1ed-4e0a-9fff-f35ee15519f2,chr3,6556235,6557938	950	1430	75	137	54.13	442.5	T
4e39a19f-941c-4b1f-9d34-ff360e625323,chr3,6556235,6556923	40870	41275	3556	3586	44.42	367.5	T
4fa2ee00-abd0-43a3-82d8-3cad77ae4503,chr3,6556235,6556572	1605	1855	75	106	29.39	250.0	T
5122840e-7be9-4462-a899-9dfeb88e42ef,chr3,6556235,6557938	975	1265	74	109	34.76	290.0	T
51a12f53-d86f-43ac-9f88-5004483522ab,chr3,6556235,6557938	1005	1420	74	123	44.03	415.0	T
53840893-c1bd-4945-ac2f-04d93fb82790,chr3,6556235,6557938	1015	1330	75	95	34.02	315.0	T
565b1784-dbca-4919-aaad-f6c092e8ede1,chr3,6556235,6556919	1715	2050	79	105	38.04	335.0	T
59aeacfc-0605-49a3-8e6b-d2772cf94850,chr3,6556235,6557938	700	1060	72	121	41.76	347.5	T
5c9ff602-d99c-4f9f-8a42-b227848b0b3f,chr3,6556235,6556923	1230	1465	77	116	29.18	235.0	T
6f19ee81-d8b3-4d4a-9f02-04cd66211fc2,chr3,6556235,6556705	1455	2620	76	104	130.9	1127.5	T
726ed825-17d7-4827-83e9-470546d7c811,chr3,6556235,6557938	630	810	78	101	26.49	180.0	T
739ca2a4-c10f-4bab-910c-44702e0ee849,chr3,6556235,6557939	1555	1830	77	97	30.52	275.0	T
828af6d7-6a70-44d7-9333-1e9a7bbc70e4,chr3,6556235,6557755	0	0	0	0	0.0	0.0	A
8469f89f-e55a-4bd1-9e41-db1d606c2730,chr3,6556235,6557938	1470	2330	74	117	61.56	847.5	T
88553fe9-6866-43eb-a641-cc3cb60fb0d7,chr3,6556235,6556705	790	2005	77	114	139.43	1165.0	T
90c9439b-5422-43ba-8658-4141ee3e36a1,chr3,6556235,6556923	925	1170	71	93	27.42	245.0	T
96afd141-e33e-45e3-b2bc-d4aece398958,chr3,6556235,6557934	1590	2030	74	120	42.15	390.0	T
add12717-355a-4a0c-982b-c8cca3a48ce0,chr3,6556235,6557938	1500	3290	76	82	205.61	1765.0	T
b338759e-8aa4-4f70-9e29-2c93f6bb193d,chr3,6556235,6557755	0	0	0	0	0.0	0.0	T
c1b562f8-5977-45ba-af42-b482f8f9f9b3,chr3,6556235,6557938	810	1115	69	84	35.94	280.0	T
cce0bdf8-ebea-4524-8c30-348a0dea5f42,chr3,6556235,6557938	720	1070	72	107	39.66	275.0	T
cd84df39-374a-4868-8599-00cca14b5666,chr3,6556235,6557938	0	0	0	0	0.0	0.0	T
d47de96f-a019-4e9a-a174-e6d5a6b77deb,chr3,6556235,6557939	2705	2970	77	106	30.26	265.0	T
d7ff2c7d-f7ab-4562-995f-6fbab9482eac,chr3,6556235,6556578	0	0	0	0	0.0	0.0	A
de963dd0-eba3-448d-a83e-768d23c70391,chr3,6556235,6557938	1230	1605	75	128	45.39	350.0	T
f22bd2a1-0086-4e71-bcd1-1782425c1d9d,chr3,6556235,6557653	0	0	0	0	0.0	0.0	T
f2dca5ee-cb88-404e-ab51-37b7ed75b7b1,chr3,6556235,6556784	1650	4220	72	93	269.22	1157.5	T
f36e11cb-09b4-4c5a-8017-f1c379dbb4a0,chr3,6556235,6557938	855	1290	77	113	47.71	410.0	T
f42c1ee2-99ca-4638-a3ba-2c6e68920af7,chr3,6556235,6557938	1435	1750	75	107	36.19	302.5	T
f7f559ec-a155-4140-82e3-e1c09573d6b5,chr3,6556235,6557910	0	0	0	0	0.0	0.0	T
fb93c60b-96ab-48a9-803c-c258f44f94ab,chr3,6556235,6557938	0	0	0	0	0.0	0.0	T
030197bc-8100-4056-be28-ffb06441d3e0,chr3,6556235,6557745	10605	10730	1061	1077	14.79	100.0	A
05075d10-e7e1-47a9-9d3b-e1a1688a2da6,chr3,6556235,6557885	32695	33510	1300	1311	43.03	815.0	A
070901ae-c8ab-43c7-973f-c8235d40ef31,chr3,6556235,6557935	12445	12565	1243	1259	13.1	120.0	A
0a07fc86-4f9e-4302-bbce-a757e3227d9d,chr3,6556235,6556578	3680	3790	393	409	13.13	110.0	A
